TRYName,Duplicated,Confidence,WFOMatchedName,WFOStatus,WFOAccepted,GBIFstatus,AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,GrowthForm,Sources,Notes
Melicoccus oliviformis,FALSE,1.00,Melicoccus oliviformis,Accepted,Melicoccus oliviformis,ACCEPTED,Melicoccus oliviformis,Melicoccus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Melicoccus pedicellaris,FALSE,1.00,Melicoccus pedicellaris,Accepted,Melicoccus pedicellaris,ACCEPTED,Melicoccus pedicellaris,Melicoccus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Melinis repens,FALSE,1.00,Melinis repens,Accepted,Melinis repens,ACCEPTED,Melinis repens,Melinis,Poaceae,Poales,Liliopsida,Tracheophyta,Grass-Herb,wfo;gbif,
Meliosma dentata,FALSE,1.00,Meliosma dentata,Accepted,Meliosma dentata,ACCEPTED,Meliosma dentata,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Meliosma doly,FALSE,0.21,Meliosma,Accepted,Meliosma,ACCEPTED,Meliosma,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; kept the genus as it is common at the sampling location
Meliosma donnellsmithii,FALSE,1.00,Meliosma donnellsmithii,Accepted,Meliosma donnellsmithii,ACCEPTED,Meliosma donnellsmithii,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Meliosma frondosa,FALSE,1,Meliosma frondosa,Accepted,Meliosma frondosa,ACCEPTED,Meliosma frondosa,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Meliosma grandiflora,FALSE,1.00,Meliosma grandiflora,Accepted,Meliosma grandiflora,ACCEPTED,Meliosma grandiflora,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Meliosma herbertii,FALSE,1.00,Meliosma herbertii,Accepted,Meliosma herbertii,ACCEPTED,Meliosma herbertii,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Meliosma sumacensis,FALSE,0.41,Meliosma boliviensis var. sumacensis,Accepted,Meliosma boliviensis,ACCEPTED,Meliosma boliviensis,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Tracheophyta,,wfo;gbif;mlo,Accepted according to GBIF
Meliosma vasquezii,FALSE,1.00,Meliosma vasquezii,Accepted,Meliosma vasquezii,ACCEPTED,Meliosma vasquezii,Meliosma,Sabiaceae,Proteales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Melochia lupulina,FALSE,1.00,Melochia lupulina,Accepted,Melochia lupulina,ACCEPTED,Melochia lupulina,Melochia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Melochia nodiflora,FALSE,1.00,Melochia nodiflora,Accepted,Melochia nodiflora,ACCEPTED,Melochia nodiflora,Melochia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Melochia pyramidata,FALSE,1.00,Melochia pyramidata,Accepted,Melochia pyramidata,ACCEPTED,Melochia pyramidata,Melochia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Melochia tomentosa,FALSE,1.00,Melochia tomentosa,Accepted,Melochia tomentosa,ACCEPTED,Melochia tomentosa,Melochia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,gbif,
Melothria pendula,FALSE,1.00,Melothria pendula,Accepted,Melothria pendula,ACCEPTED,Melothria pendula,Melothria,Cucurbitaceae,Cucurbitales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Memora,FALSE,1.00,Memora,Synonym,Adenocalymma,ACCEPTED,Adenocalymma,Adenocalymma,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Memora axillaris,FALSE,1.00,Memora axillaris,Synonym,Adenocalymma axillarum,SYNONYM,Adenocalymma axillare,Adenocalymma,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,gbif;wfo,NGEE-Tropics entry
Mendoncia bivalvis,FALSE,1.00,Mendoncia bivalvis,Accepted,Mendoncia bivalvis,ACCEPTED,Mendoncia bivalvis,Mendoncia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mendoncia gracilis,FALSE,1.00,Mendoncia gracilis,Accepted,Mendoncia gracilis,ACCEPTED,Mendoncia gracilis,Mendoncia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mendoncia litoralis,FALSE,1.00,Mendoncia litoralis,Accepted,Mendoncia litoralis,ACCEPTED,Mendoncia litoralis,Mendoncia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Meriania hexamera,FALSE,1.00,Meriania hexamera,Accepted,Meriania hexamera,ACCEPTED,Meriania hexamera,Meriania,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Meriania leucantha,FALSE,1.00,Meriania leucantha,Accepted,Meriania leucantha,ACCEPTED,Meriania leucantha,Meriania,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Meriania purpurea,FALSE,1.00,Meriania purpurea,Accepted,Meriania purpurea,ACCEPTED,Meriania purpurea,Meriania,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Meriania theaezans,FALSE,0.31,Miconia theaezans,Accepted,Miconia theaezans,SYNONYM,Miconia theizans,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; replaced with similar epithet and checked for occurrence in the sampled region; GBIF considers Miconia theizans accepted but it is unresolved according to WFO
Meriania urceolata,FALSE,1.00,Meriania urceolata,Accepted,Meriania urceolata,ACCEPTED,Meriania urceolata,Meriania,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mesechites trifidus,FALSE,1.00,Mesechites trifidus,Accepted,Mesechites trifidus,ACCEPTED,Mesechites trifidus,Mesechites,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mesosphaerum suaveolens,FALSE,1.00,Mesosphaerum suaveolens,Synonym,Hyptis suaveolens,ACCEPTED,Mesosphaerum suaveolens,Mesosphaerum,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,,gbif,
Mespilodaphne gardneri,FALSE,1.00,Mespilodaphne gardneri,Synonym,Ocotea gardneri,ACCEPTED,Mespilodaphne gardneri,Mespilodaphne,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,gbif,
Metastelma decaisneanum,FALSE,1.00,Metastelma decaisneanum,Synonym,Metastelma decipiens,ACCEPTED,Metastelma decipiens,Metastelma,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif;mlo,Synonym according to GBIF; WFO has no opinion; Accepted name in GBIF is considered synonym of Metastelma schlechtendalii
Metaxya lanosa,FALSE,1.00,Metaxya lanosa,Accepted,Metaxya lanosa,ACCEPTED,Metaxya lanosa,Metaxya,Metaxyaceae,Cyatheales,Polypodiopsida,Tracheophyta,,wfo;gbif;mlo,Accepted according to GBIF; unresolved according to WFO
Metaxya rostrata,FALSE,1.00,Metaxya rostrata,Accepted,Metaxya rostrata,ACCEPTED,Metaxya rostrata,Metaxya,Metaxyaceae,Cyatheales,Polypodiopsida,Tracheophyta,,wfo;gbif,
Metaxya rostratum,FALSE,1.00,Metaxya rostratum,Synonym,Metaxya rostrata,ACCEPTED,Metaxya rostrata,Metaxya,Metaxyaceae,Cyatheales,Polypodiopsida,Tracheophyta,,wfo;gbif,
Metophyum brownei,FALSE,0.97,Metopium brownei,Synonym,Metopium brownei,ACCEPTED,Metopium brownei,Metopium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Metopium brownei,FALSE,1.00,Metopium brownei,Accepted,Metopium brownei,ACCEPTED,Metopium brownei,Metopium,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Metrodorea flavida,FALSE,1.00,Metrodorea flavida,Accepted,Metrodorea flavida,ACCEPTED,Metrodorea flavida,Metrodorea,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Metrodorea mollis,FALSE,1.00,Metrodorea mollis,Accepted,Metrodorea mollis,ACCEPTED,Metrodorea mollis,Metrodorea,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,,gbif,
Metrodorea nigra,FALSE,1.00,Metrodorea nigra,Accepted,Metrodorea nigra,ACCEPTED,Metrodorea nigra,Metrodorea,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Metrosideros polymorpha,FALSE,1.00,Metrosideros polymorpha,Accepted,Metrosideros polymorpha,ACCEPTED,Metrosideros polymorpha,Metrosideros,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Metteniusa tessmanniana,FALSE,1.00,Metteniusa tessmanniana,Accepted,Metteniusa tessmanniana,ACCEPTED,Metteniusa tessmanniana,Metteniusa,Metteniusaceae,Metteniusales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mezilaurus crassiramea,FALSE,1.00,Mezilaurus crassiramea,Accepted,Mezilaurus crassiramea,ACCEPTED,Mezilaurus crassiramea,Mezilaurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,gbif,
Mezilaurus duckei,FALSE,1.00,Mezilaurus duckei,Accepted,Mezilaurus duckei,ACCEPTED,Mezilaurus duckei,Mezilaurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,gbif,
Mezilaurus extendido,FALSE,0.31,Mezilaurus campaucola,Accepted,Mezilaurus campaucola,ACCEPTED,Mezilaurus campaucola,Mezilaurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; kept the genus as it is common at the sampling location
Mezilaurus ita-uba,FALSE,1.00,Mezilaurus ita-uba,Accepted,Mezilaurus ita-uba,ACCEPTED,Mezilaurus itauba,Mezilaurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mezilaurus itauba,FALSE,1.00,Mezilaurus ita-uba,Accepted,Mezilaurus ita-uba,ACCEPTED,Mezilaurus itauba,Mezilaurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mezilaurus lindaviana,FALSE,1.00,Mezilaurus lindaviana,Accepted,Mezilaurus lindaviana,ACCEPTED,Mezilaurus lindaviana,Mezilaurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mezilaurus sp1,FALSE,0.90,Mezilaurus,Accepted,Mezilaurus,ACCEPTED,Mezilaurus,Mezilaurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,gbif,
Mezilaurus synandra,FALSE,1.00,Mezilaurus synandra,Accepted,Mezilaurus synandra,ACCEPTED,Mezilaurus synandra,Mezilaurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mezilaurus triunca,FALSE,1.00,Mezilaurus triunca,Accepted,Mezilaurus triunca,ACCEPTED,Mezilaurus triunca,Mezilaurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Mickelia nicotianifolia,FALSE,1.00,Mickelia nicotianifolia,Accepted,Mickelia nicotianifolia,ACCEPTED,Mickelia nicotianifolia,Mickelia,Dryopteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,,wfo;gbif,
Miconia,FALSE,1.00,Miconia,Accepted,Miconia,ACCEPTED,Miconia,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia abbreviata,FALSE,1.00,Miconia abbreviata,Accepted,Miconia abbreviata,ACCEPTED,Miconia abbreviata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia acinodendron,FALSE,1.00,Miconia acinodendron,Accepted,Miconia acinodendron,ACCEPTED,Miconia acinodendron,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia acuminata,FALSE,1.00,Miconia acuminata,Accepted,Miconia acuminata,ACCEPTED,Miconia acuminata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia acutipetala,FALSE,1.00,Miconia acutipetala,Accepted,Miconia acutipetala,ACCEPTED,Miconia acutipetala,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif;mlo,Accepted according to GBIF; unresolved according to WFO
Miconia affinis,FALSE,1.00,Miconia affinis,Accepted,Miconia affinis,ACCEPTED,Miconia affinis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia albicans,FALSE,1.00,Miconia albicans,Accepted,Miconia albicans,ACCEPTED,Miconia albicans,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia alpina,FALSE,1,Miconia alpina,Accepted,Miconia alpina,ACCEPTED,Miconia alpina,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia ampla,FALSE,1.00,Miconia ampla,Accepted,Miconia ampla,ACCEPTED,Miconia ampla,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia appendiculata,FALSE,1.00,Miconia appendiculata,Accepted,Miconia appendiculata,ACCEPTED,Miconia appendiculata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia argentea,FALSE,1.00,Miconia argentea,Accepted,Miconia argentea,ACCEPTED,Miconia argentea,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia argyrophylla,FALSE,1.00,Miconia argyrophylla,Accepted,Miconia argyrophylla,ACCEPTED,Miconia argyrophylla,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia atenunodu,FALSE,0.31,Miconia attenuata,Synonym,Miconia prasina,ACCEPTED,Miconia prasina,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; replaced with similar epithet and checked for occurrence in the sampled region
Miconia atrofusca,FALSE,1.00,Miconia atrofusca,Accepted,Miconia atrofusca,ACCEPTED,Miconia atrofusca,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia aulocalyx,FALSE,1.00,Miconia aulocalyx,Accepted,Miconia aulocalyx,ACCEPTED,Miconia aulocalyx,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia aurea,FALSE,1.00,Miconia aurea,Accepted,Miconia aurea,ACCEPTED,Miconia aurea,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia australis,FALSE,,[No match found],,,ACCEPTED,Miconia australis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia borealis,FALSE,1.00,Miconia borealis,Synonym,Miconia minutiflora,SYNONYM,Miconia minutiflora,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia bubalina,FALSE,1.00,Miconia bubalina,Accepted,Miconia bubalina,ACCEPTED,Miconia bubalina,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia budlejoides,FALSE,1.00,Miconia budlejoides,Accepted,Miconia budlejoides,ACCEPTED,Miconia buddlejoides,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia burchellii,FALSE,1.00,Miconia burchellii,Accepted,Miconia burchellii,ACCEPTED,Miconia burchellii,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia cabucu,FALSE,1.00,Miconia cabucu,No opinion,,ACCEPTED,Miconia cabucu,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia calvescens,FALSE,1.00,Miconia calvescens,Accepted,Miconia calvescens,ACCEPTED,Miconia calvescens,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia cazaletii,FALSE,1.00,Miconia cazaletii,Accepted,Miconia cazaletii,ACCEPTED,Miconia cazaletii,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia centrodesma,FALSE,1.00,Miconia centrodesma,Accepted,Miconia centrodesma,ACCEPTED,Miconia centrodesma,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia chocofres,FALSE,0.31,Miconia chocoensis,Accepted,Miconia chocoensis,ACCEPTED,Miconia chocoensis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,mlo,Some sources define this as Clidemia chocoensis; WFO suggests Mikania chocensis but it looks like a matching algorithm glitch
Miconia ciliata,FALSE,1.00,Miconia ciliata,Accepted,Miconia ciliata,ACCEPTED,Miconia ciliata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia cinerascens,FALSE,1.00,Miconia cinerascens,Accepted,Miconia cinerascens,ACCEPTED,Miconia cinerascens,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia cinnamomifolia,FALSE,1.00,Miconia cinnamomifolia,Accepted,Miconia cinnamomifolia,ACCEPTED,Miconia cinnamomifolia,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia coelestis,FALSE,1.00,Miconia coelestis,Accepted,Miconia coelestis,ACCEPTED,Miconia coelestis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia corallina,FALSE,1.00,Miconia corallina,Accepted,Miconia corallina,ACCEPTED,Miconia corallina,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia corine,FALSE,0.21,Miconia,Accepted,Miconia,ACCEPTED,Miconia,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; kept the genus as it is common at the sampling location
Miconia crassinervia,FALSE,1.00,Miconia crassinervia,Accepted,Miconia crassinervia,ACCEPTED,Miconia crassinervia,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia cuspidata,FALSE,1.00,Miconia cuspidata,Accepted,Miconia cuspidata,ACCEPTED,Miconia cuspidata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia decurrens,FALSE,1.00,Miconia decurrens,Accepted,Miconia decurrens,ACCEPTED,Miconia decurrens,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia denticulata,FALSE,1.00,Miconia denticulata,Accepted,Miconia denticulata,ACCEPTED,Miconia denticulata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia dispar,FALSE,1.00,Miconia dispar,Accepted,Miconia dispar,ACCEPTED,Miconia dispar,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia dissitinervia,FALSE,1.00,Miconia dissitinervia,Accepted,Miconia dissitinervia,ACCEPTED,Miconia dissitinervia,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia dodecandra,FALSE,1.00,Miconia dodecandra,Accepted,Miconia dodecandra,ACCEPTED,Miconia dodecandra,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia dolichorrhyncha,FALSE,1.00,Miconia dolichorrhyncha,Accepted,Miconia dolichorrhyncha,ACCEPTED,Miconia dolichorrhyncha,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia donaeana,FALSE,1.00,Miconia donaeana,Accepted,Miconia donaeana,ACCEPTED,Miconia donaeana,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia dorsiloba,FALSE,1.00,Miconia dorsiloba,Accepted,Miconia dorsiloba,ACCEPTED,Miconia dorsiloba,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia egensis,FALSE,1.00,Miconia egensis,Accepted,Miconia egensis,ACCEPTED,Miconia egensis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia elata,FALSE,1.00,Miconia elata,Accepted,Miconia elata,ACCEPTED,Miconia elata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia fallax,FALSE,1.00,Miconia fallax,Accepted,Miconia fallax,ACCEPTED,Miconia fallax,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia ferruginata,FALSE,1.00,Miconia ferruginata,Accepted,Miconia ferruginata,ACCEPTED,Miconia ferruginata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia ferrugita,FALSE,0.97,Miconia ferruginata,Accepted,Miconia ferruginata,ACCEPTED,Miconia ferruginata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia floribunda,FALSE,1.00,Miconia floribunda,Accepted,Miconia floribunda,ACCEPTED,Miconia floribunda,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia fosteri,FALSE,1.00,Miconia fosteri,Accepted,Miconia fosteri,ACCEPTED,Miconia fosteri,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia foveolata,FALSE,1.00,Miconia foveolata,Accepted,Miconia foveolata,ACCEPTED,Miconia foveolata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia fragilis,FALSE,1.00,Miconia fragilis,Accepted,Miconia fragilis,ACCEPTED,Miconia fragilis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia glaberrima,FALSE,1.00,Miconia glaberrima,Accepted,Miconia glaberrima,ACCEPTED,Miconia glaberrima,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia gracilis,FALSE,1.00,Miconia gracilis,Accepted,Miconia gracilis,ACCEPTED,Miconia gracilis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia grancordata,FALSE,0.31,Miconia grandifoliata,Accepted,Miconia grandifoliata,ACCEPTED,Miconia grandifoliata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; replaced with likely epithet and checked for occurrence in the sampled region; WFO considers Miconia grandifoliata unresolved though
Miconia grandifolia,FALSE,1.00,Miconia grandifolia,Accepted,Miconia grandifolia,ACCEPTED,Miconia grandifolia,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia gratissima,FALSE,1.00,Miconia gratissima,Accepted,Miconia gratissima,ACCEPTED,Miconia gratissima,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia holosericea,FALSE,1.00,Miconia holosericea,Accepted,Miconia holosericea,ACCEPTED,Miconia holosericea,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia hondurensis,FALSE,1.00,Miconia hondurensis,Accepted,Miconia hondurensis,ACCEPTED,Miconia hondurensis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia hyemalis,FALSE,1.00,Miconia hyemalis,Accepted,Miconia hyemalis,ACCEPTED,Miconia hyemalis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia hypoleuca,FALSE,1.00,Miconia hypoleuca,Accepted,Miconia hypoleuca,ACCEPTED,Miconia hypoleuca,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia ibaguensis,FALSE,1.00,Miconia ibaguensis,Accepted,Miconia ibaguensis,ACCEPTED,Miconia ibaguensis,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia impetiolaris,FALSE,1.00,Miconia impetiolaris,Accepted,Miconia impetiolaris,ACCEPTED,Miconia impetiolaris,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia kari,FALSE,0.21,Miconia,Accepted,Miconia,ACCEPTED,Miconia,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; kept the genus as it is common at the sampling location
Miconia karina,FALSE,0.21,Miconia,Accepted,Miconia,ACCEPTED,Miconia,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; kept the genus as it is common at the sampling location
Miconia klugii,FALSE,1.00,Miconia klugii,Accepted,Miconia klugii,ACCEPTED,Miconia klugii,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia lacera,FALSE,1.00,Miconia lacera,Accepted,Miconia lacera,ACCEPTED,Miconia lacera,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia lacunosa,FALSE,,[No match found],,,ACCEPTED,Miconia lacunosa,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Miconia laevigata,FALSE,1.00,Miconia laevigata,Accepted,Miconia laevigata,ACCEPTED,Miconia laevigata,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Miconia lamprophylla,FALSE,1.00,Miconia lamprophylla,Accepted,Miconia lamprophylla,ACCEPTED,Miconia lamprophylla,Miconia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
